STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,nearfd,triangle_census_total_population,triangle_census_total_households,triangle_census_seniors_65plus,triangle_census_race_white_alone,triangle_census_race_black_african_american_alone,triangle_census_race_asian_alone,triangle_census_race_other,triangle_census_zero_vehicle_households,triangle_census_households_income_less_than_35k,triangle_census_hispanic
"37","183","054012","1","371830540121",Block Group 1,G5030,S,"1913566","40047","+35.8831775","-078.6144000","1","1857","769","523","1599","222","23","13","0","155","0"
"37","183","054017","1","371830540171",Block Group 1,G5030,S,"2849394","181029","+35.8817202","-078.5900749","1","2807","1191","286","1802","845","6","154","99","286","251"
"37","183","051600","5","371830516005",Block Group 5,G5030,S,"690413","0","+35.8015797","-078.6502115","1","973","306","281","891","67","7","8","8","0","8"
"37","183","050700","3","371830507003",Block Group 3,G5030,S,"1086130","0","+35.7720383","-078.6160527","1","1218","555","257","226","910","0","82","61","182","148"
"37","183","052806","2","371830528062",Block Group 2,G5030,S,"3758161","9721","+35.7583865","-078.5693525","1","4276","1619","84","695","3079","0","502","77","496","705"
"37","183","052302","1","371830523021",Block Group 1,G5030,S,"7105855","278020","+35.7658117","-078.6733690","1","1803","926","61","976","332","385","110","55","245","106"
"37","183","052409","1","371830524091",Block Group 1,G5030,S,"133218","0","+35.7751118","-078.6836754","0","626","262","1","130","236","182","78","60","194","9"
"37","183","053522","2","371830535222",Block Group 2,G5030,S,"3832909","0","+35.8163743","-078.8139592","1","4643","1819","226","1549","775","2041","278","45","175","275"
"37","183","053523","1","371830535231",Block Group 1,G5030,S,"2638736","86334","+35.8001758","-078.8226652","1","2773","1047","373","1817","265","556","135","6","184","158"
"37","183","053607","1","371830536071",Block Group 1,G5030,S,"6096426","39198","+35.8293547","-078.8383306","1","9873","3463","856","3152","1145","4838","738","136","427","195"
"37","183","053505","3","371830535053",Block Group 3,G5030,S,"1686060","0","+35.7519975","-078.7566873","1","1204","517","244","914","0","239","51","0","69","99"
"37","063","002019","2","370630020192",Block Group 2,G5030,S,"12078571","480955","+35.8698828","-078.9828585","0","1860","997","439","1529","26","269","36","0","246","13"
"37","063","001502","3","370630015023",Block Group 3,G5030,S,"844112","0","+36.0107651","-078.9507799","1","2082","1050","27","703","425","763","191","196","611","314"
"37","063","002028","3","370630020283",Block Group 3,G5030,S,"9813577","93335","+35.8794353","-078.8432298","1","4842","2696","170","2121","1658","766","297","46","400","426"
"37","063","002020","2","370630020202",Block Group 2,G5030,S,"9282878","97123","+35.8831757","-078.9293546","1","5277","1794","554","3145","1331","484","317","0","49","81"
"37","063","000102","2","370630001022",Block Group 2,G5030,S,"2416871","726","+36.0322304","-078.8980833","1","2128","771","347","1201","482","97","348","41","242","513"
"37","063","000600","3","370630006003",Block Group 3,G5030,S,"3660666","15078","+35.9910177","-078.9504034","1","465","235","142","329","63","57","16","72","72","0"
"37","063","001502","4","370630015024",Block Group 4,G5030,S,"554039","0","+36.0031549","-078.9553558","1","369","185","40","173","183","0","13","18","128","84"
"37","063","001706","2","370630017062",Block Group 2,G5030,S,"1724633","4314","+36.0211172","-078.9621934","1","2152","1003","170","1204","708","205","35","118","288","151"
"37","063","001707","5","370630017075",Block Group 5,G5030,S,"4087711","57561","+36.0469196","-078.9472148","1","1855","837","860","1438","250","135","32","153","116","56"
"37","063","001806","2","370630018062",Block Group 2,G5030,S,"10408519","174851","+36.0128149","-078.8228155","1","5851","1879","267","1563","3731","0","557","25","267","460"
"37","063","001807","3","370630018073",Block Group 3,G5030,S,"2570986","18543","+35.9892840","-078.8283922","0","2949","1055","245","890","1795","0","264","0","174","639"
"37","063","001809","1","370630018091",Block Group 1,G5030,S,"7427183","33648","+35.9479785","-078.8533840","0","3855","1873","224","1289","2195","0","371","37","432","599"
"37","063","002015","3","370630020153",Block Group 3,G5030,S,"1213361","0","+35.9714847","-078.9523533","1","637","405","358","446","93","98","0","42","102","0"
"37","063","002016","2","370630020162",Block Group 2,G5030,S,"1579328","0","+35.9593793","-078.9616686","1","2223","1049","101","1482","418","221","102","65","448","662"
"37","183","053009","2","371830530092",Block Group 2,G5030,S,"8339634","27252","+35.6717365","-078.6697580","1","3587","1329","357","2740","406","293","148","22","143","100"
"37","183","052803","2","371830528032",Block Group 2,G5030,S,"6841378","0","+35.7121799","-078.5958444","0","1613","612","348","610","965","0","38","35","219","94"
"37","183","052503","1","371830525031",Block Group 1,G5030,S,"1421380","0","+35.8376120","-078.7172426","1","1812","931","237","1153","488","39","132","33","228","271"
"37","183","053008","1","371830530081",Block Group 1,G5030,S,"3487233","189128","+35.7596606","-078.7222239","1","4129","2086","187","2579","932","321","297","55","392","148"
"37","183","052503","2","371830525032",Block Group 2,G5030,S,"3135348","4988","+35.8356098","-078.7001753","1","3529","1566","592","2693","383","128","325","154","265","140"
"37","183","053505","1","371830535051",Block Group 1,G5030,S,"1118119","0","+35.7640503","-078.7640269","1","1240","537","325","1102","65","55","18","10","48","18"
"37","183","053512","2","371830535122",Block Group 2,G5030,S,"5204154","808674","+35.8349789","-078.7828365","0","2277","1137","219","1705","172","211","189","0","141","151"
"37","183","052002","1","371830520021",Block Group 1,G5030,S,"917582","0","+35.7680221","-078.5897758","1","1470","504","338","82","1334","0","54","51","162","31"
"37","183","052801","1","371830528011",Block Group 1,G5030,S,"1757842","430252","+35.6786549","-078.6435239","0","1019","382","141","633","386","0","0","0","18","0"
"37","183","054402","3","371830544023",Block Group 3,G5030,S,"22059253","124742","+35.7662786","-078.4151510","1","2769","1020","380","2196","378","0","195","0","102","173"
"37","183","051800","2","371830518002",Block Group 2,G5030,S,"854520","0","+35.8080743","-078.6399154","1","1628","696","101","1628","0","0","0","21","84","0"
"37","183","051900","2","371830519002",Block Group 2,G5030,S,"981907","0","+35.7941614","-078.6080313","1","2230","868","402","368","1801","0","61","109","366","58"
"37","183","054500","4","371830545004",Block Group 4,G5030,S,"1597292","15035","+35.7462229","-078.6690934","1","1889","904","315","1127","619","87","56","155","466","258"
"37","183","054500","3","371830545003",Block Group 3,G5030,S,"2108264","22123","+35.7392322","-078.6568700","1","4441","1762","146","3040","571","426","404","46","410","676"
"37","183","051000","2","371830510002",Block Group 2,G5030,S,"543404","0","+35.7742911","-078.6501240","1","1058","490","114","947","90","0","21","50","109","51"
"37","183","051400","1","371830514001",Block Group 1,G5030,S,"551023","0","+35.7998762","-078.6712774","1","794","323","82","731","0","35","28","0","65","66"
"37","183","051400","5","371830514005",Block Group 5,G5030,S,"740892","0","+35.7973018","-078.6642753","1","1415","509","136","1125","290","0","0","59","173","23"
"37","183","051501","1","371830515011",Block Group 1,G5030,S,"1775971","0","+35.8289448","-078.6730318","1","1408","713","341","1362","36","0","10","0","68","15"
"37","063","002017","3","370630020173",Block Group 3,G5030,S,"5845277","46359","+35.9655244","-078.9850666","1","3583","1824","728","2465","371","595","152","374","462","25"
"37","063","002018","3","370630020183",Block Group 3,G5030,S,"8708120","77262","+35.9282580","-078.9768649","1","2984","1416","547","2370","342","145","127","17","47","96"
"37","063","002019","3","370630020193",Block Group 3,G5030,S,"3517669","35969","+35.9002799","-078.9875025","0","1665","799","294","1329","242","94","0","0","146","30"
"37","183","051501","2","371830515012",Block Group 2,G5030,S,"2065048","6604","+35.8171833","-078.6778930","1","2090","778","420","1960","58","55","17","28","47","0"
"37","183","051600","4","371830516004",Block Group 4,G5030,S,"669737","0","+35.8062487","-078.6683726","1","764","261","98","755","0","0","9","0","11","0"
"37","183","051700","1","371830517001",Block Group 1,G5030,S,"1175141","0","+35.8182151","-078.6410672","1","918","329","237","908","10","0","0","0","22","0"
"37","183","053422","1","371830534221",Block Group 1,G5030,S,"1159466","56306","+35.7795543","-078.8314138","1","1914","678","171","1590","59","229","36","0","31","31"
"37","183","053525","1","371830535251",Block Group 1,G5030,S,"1288755","58797","+35.7813020","-078.8234436","1","763","256","53","723","25","15","0","0","17","73"
"37","183","053808","3","371830538083",Block Group 3,G5030,S,"9111848","465774","+35.9304317","-078.6131624","1","1937","722","372","1695","69","126","47","12","50","27"
"37","183","054302","1","371830543021",Block Group 1,G5030,S,"3102540","16292","+35.8127306","-078.3390235","1","1444","443","161","728","675","21","20","0","163","67"
"37","183","050400","2","371830504002",Block Group 2,G5030,S,"313782","0","+35.7914430","-078.6359567","1","930","332","85","602","313","5","10","48","111","18"
"37","183","050600","2","371830506002",Block Group 2,G5030,S,"517167","0","+35.7820095","-078.6193802","1","1167","452","127","167","966","0","34","73","200","149"
"37","063","002027","1","370630020271",Block Group 1,G5030,S,"7054141","31952","+35.9428059","-078.8792205","1","2510","867","275","897","1005","349","259","14","134","231"
"37","063","002021","1","370630020211",Block Group 1,G5030,S,"4963806","11507","+35.9048489","-078.9426680","1","3007","1580","168","1779","726","387","115","41","291","116"
"37","063","002021","2","370630020212",Block Group 2,G5030,S,"1070823","2546","+35.9050663","-078.9270696","1","1278","543","73","501","644","52","81","13","113","284"
"37","063","002022","1","370630020221",Block Group 1,G5030,S,"1227530","5601","+35.9148148","-078.9233344","1","2388","1239","302","715","1312","47","314","15","286","79"
"37","063","002022","2","370630020222",Block Group 2,G5030,S,"1333097","32076","+35.9215598","-078.9200288","1","2431","1213","402","1491","519","293","128","206","369","36"
"37","063","002023","1","370630020231",Block Group 1,G5030,S,"925118","1893","+35.9208970","-078.9454330","1","1491","669","111","1008","385","22","76","13","102","144"
"37","063","002023","2","370630020232",Block Group 2,G5030,S,"1377227","0","+35.9168201","-078.9371969","1","1796","709","336","1032","390","306","68","23","110","41"
"37","063","002024","2","370630020242",Block Group 2,G5030,S,"586893","0","+35.9250081","-078.9415460","1","1125","655","253","869","155","26","75","40","74","109"
"37","063","002024","3","370630020243",Block Group 3,G5030,S,"691159","0","+35.9266173","-078.9321739","1","1052","687","309","791","204","10","47","24","242","24"
"37","063","002025","1","370630020251",Block Group 1,G5030,S,"2214532","4569","+35.9388214","-078.9200153","1","2671","906","447","900","1190","572","9","0","126","134"
"37","063","002025","2","370630020252",Block Group 2,G5030,S,"2206084","60188","+35.9256871","-078.9021591","0","2719","1084","284","1110","1503","33","73","0","249","488"
"37","063","002025","3","370630020253",Block Group 3,G5030,S,"1662965","0","+35.9230007","-078.8949901","1","1356","528","73","723","544","52","37","0","99","13"
"37","063","002027","3","370630020273",Block Group 3,G5030,S,"759955","3982","+35.9049797","-078.9080228","1","2669","1372","189","824","1184","661","0","121","435","0"
"37","063","002028","2","370630020282",Block Group 2,G5030,S,"1239640","1259","+35.9121563","-078.8145215","1","2404","1167","144","884","1274","48","198","14","83","144"
"37","063","002300","1","370630023001",Block Group 1,G5030,S,"661870","0","+35.9883176","-078.9039944","1","1102","246","102","318","701","52","31","47","95","126"
"37","063","002300","2","370630023002",Block Group 2,G5030,S,"580105","0","+35.9861066","-078.8985021","1","531","195","22","109","402","0","20","25","62","250"
"37","063","001802","4","370630018024",Block Group 4,G5030,S,"1980519","31996","+35.9714699","-078.8605758","1","1359","299","69","771","205","0","383","0","101","1058"
"37","063","001807","1","370630018071",Block Group 1,G5030,S,"3192388","28205","+35.9753760","-078.8382647","1","3192","1156","182","1584","1090","12","506","54","328","1337"
"37","063","001807","2","370630018072",Block Group 2,G5030,S,"3626524","12116","+35.9866406","-078.8125852","1","4014","1367","356","1028","2814","8","164","0","147","221"
"37","063","001808","1","370630018081",Block Group 1,G5030,S,"2910837","136413","+35.9724788","-078.8106650","1","1950","791","350","956","651","163","180","61","162","234"
"37","183","051102","1","371830511021",Block Group 1,G5030,S,"361172","0","+35.7862773","-078.6689298","1","506","0","0","348","89","28","41","0","0","43"
"37","183","051200","1","371830512001",Block Group 1,G5030,S,"442116","0","+35.7949707","-078.6580829","1","1433","878","193","1176","176","81","0","26","154","95"
"37","183","051200","3","371830512003",Block Group 3,G5030,S,"610023","0","+35.7886395","-078.6636826","1","2011","747","189","1848","27","90","46","127","213","15"
"37","183","051400","2","371830514002",Block Group 2,G5030,S,"491585","0","+35.7932369","-078.6729393","1","808","321","69","723","70","15","0","0","93","0"
"37","183","051502","1","371830515021",Block Group 1,G5030,S,"1058169","0","+35.8096844","-078.6888068","1","489","238","106","418","0","71","0","13","38","8"
"37","183","051600","1","371830516001",Block Group 1,G5030,S,"714312","0","+35.8107975","-078.6533196","0","863","508","191","852","2","1","8","8","96","0"
"37","183","051600","3","371830516003",Block Group 3,G5030,S,"986786","0","+35.8037480","-078.6583447","1","1285","509","211","1252","0","0","33","0","38","33"
"37","183","051600","2","371830516002",Block Group 2,G5030,S,"884462","0","+35.8120883","-078.6656507","1","1024","448","165","996","0","15","13","8","47","0"
"37","183","051700","2","371830517002",Block Group 2,G5030,S,"1122522","0","+35.8150111","-078.6479874","0","1419","536","169","1414","5","0","0","0","14","77"
"37","183","051800","3","371830518003",Block Group 3,G5030,S,"1306434","0","+35.8122457","-078.6287242","0","1603","806","477","1437","84","0","82","48","114","157"
"37","183","051900","1","371830519001",Block Group 1,G5030,S,"1845884","52223","+35.7837209","-078.6027815","1","1776","655","239","956","752","49","19","28","191","135"
"37","063","002017","2","370630020172",Block Group 2,G5030,S,"2343513","19313","+35.9802030","-078.9597425","1","1425","722","397","1157","78","108","82","43","106","0"
"37","135","010902","2","371350109022",Block Group 2,G5030,S,"21798988","102313","+36.0408631","-079.0764532","1","4319","1542","484","3285","595","162","277","47","300","580"
"37","135","011203","3","371350112033",Block Group 3,G5030,S,"34786455","209447","+35.8860370","-079.1797973","0","1872","717","368","1601","242","29","0","14","139","0"
"37","135","011204","1","371350112041",Block Group 1,G5030,S,"22426518","73625","+35.9954310","-079.0293270","0","1605","642","315","1330","84","82","109","12","125","326"
"37","135","010706","2","371350107062",Block Group 2,G5030,S,"3527932","6209","+35.9362615","-079.0816371","1","2047","763","269","1758","88","171","30","0","61","104"
"37","135","010705","4","371350107054",Block Group 4,G5030,S,"205990","0","+35.9123301","-079.0751335","1","155","120","0","129","0","0","26","0","50","0"
"37","135","012202","2","371350122022",Block Group 2,G5030,S,"1813346","0","+35.8874594","-079.0741095","1","2085","643","147","1602","57","346","80","36","11","182"
"37","135","011101","1","371350111011",Block Group 1,G5030,S,"16590372","72675","+36.1231146","-079.2360458","0","1230","521","127","1040","131","0","59","16","73","13"
"37","135","010901","2","371350109012",Block Group 2,G5030,S,"18114268","206435","+36.0684841","-079.0379436","0","1509","612","257","1271","20","0","218","0","201","407"
"37","135","011102","1","371350111021",Block Group 1,G5030,S,"64244887","362456","+36.0463335","-079.2054623","1","3250","1065","581","2637","318","24","271","0","295","134"
"37","135","011902","2","371350119022",Block Group 2,G5030,S,"1733806","0","+35.9380982","-079.0336937","1","1715","673","239","1194","326","162","33","10","152","33"
"37","135","010706","1","371350107061",Block Group 1,G5030,S,"2186633","0","+35.9369502","-079.0952393","1","1456","523","105","1284","0","118","54","0","76","91"
"37","135","010901","3","371350109013",Block Group 3,G5030,S,"24265964","309079","+36.0755969","-078.9951513","0","1561","626","267","1302","63","82","114","53","165","355"
"37","135","010703","2","371350107032",Block Group 2,G5030,S,"452819","357","+35.9098353","-079.0812529","1","864","496","73","648","35","104","77","157","276","132"
"37","135","012202","3","371350122023",Block Group 3,G5030,S,"2781113","17211","+35.8711478","-079.0763025","1","2178","954","220","2046","51","68","13","10","141","76"
"37","135","011902","1","371350119021",Block Group 1,G5030,S,"2478506","195248","+35.9503751","-079.0285025","1","2250","1004","528","1826","70","324","30","55","185","198"
"37","183","054402","2","371830544022",Block Group 2,G5030,S,"11423508","0","+35.7688219","-078.3825741","1","2431","882","287","1622","683","0","126","37","374","338"
"37","063","000402","1","370630004021",Block Group 1,G5030,S,"1432187","0","+36.0124829","-078.9281202","1","2337","1374","168","2018","84","134","101","61","571","183"
"37","183","050500","2","371830505002",Block Group 2,G5030,S,"1121565","0","+35.7966420","-078.6198695","1","1683","808","68","1095","438","65","85","31","165","73"
"37","183","050500","1","371830505001",Block Group 1,G5030,S,"1015811","0","+35.7900420","-078.6267099","1","1175","631","164","1045","40","27","63","8","166","58"
"37","183","050600","1","371830506001",Block Group 1,G5030,S,"694698","0","+35.7881732","-078.6174489","1","1251","105","70","469","689","37","56","0","63","55"
"37","183","051800","1","371830518001",Block Group 1,G5030,S,"1614197","0","+35.8064597","-078.6275741","1","1332","650","137","1213","108","0","11","0","154","0"
"37","183","050600","3","371830506003",Block Group 3,G5030,S,"422734","0","+35.7833944","-078.6290339","1","1227","483","116","809","339","48","31","46","167","0"
"37","183","050700","2","371830507002",Block Group 2,G5030,S,"316036","0","+35.7759755","-078.6234324","1","835","348","81","299","536","0","0","97","199","62"
"37","183","050700","1","371830507001",Block Group 1,G5030,S,"521978","0","+35.7766066","-078.6288392","1","1089","581","191","333","713","5","38","197","335","0"
"37","183","050800","3","371830508003",Block Group 3,G5030,S,"928473","10158","+35.7647260","-078.6217983","1","2027","138","86","927","867","7","226","26","102","154"
"37","183","050800","2","371830508002",Block Group 2,G5030,S,"961232","0","+35.7619999","-078.6292916","1","931","314","72","222","709","0","0","62","210","173"
"37","183","050900","1","371830509001",Block Group 1,G5030,S,"555468","0","+35.7711345","-078.6404223","1","1612","285","70","542","1032","7","31","31","106","80"
"37","063","000500","1","370630005001",Block Group 1,G5030,S,"889230","0","+36.0039530","-078.9251309","1","1100","135","201","633","299","127","41","39","99","99"
"37","063","000500","3","370630005003",Block Group 3,G5030,S,"409739","0","+35.9945421","-078.9186938","1","899","533","30","257","503","112","27","99","271","26"
"37","063","000500","4","370630005004",Block Group 4,G5030,S,"474587","0","+35.9892704","-078.9198563","1","1957","594","160","518","1325","104","10","154","323","364"
"37","063","000600","1","370630006001",Block Group 1,G5030,S,"1788870","0","+35.9791473","-078.9275937","1","2817","1223","277","1688","743","20","366","35","399","124"
"37","183","053520","1","371830535201",Block Group 1,G5030,S,"1522013","0","+35.7954292","-078.7775156","1","1516","744","198","1130","64","218","104","25","45","0"
"37","183","053520","2","371830535202",Block Group 2,G5030,S,"1232592","0","+35.8074683","-078.7757089","1","2683","1224","195","1880","343","327","133","44","202","148"
"37","183","053512","3","371830535123",Block Group 3,G5030,S,"1050775","0","+35.8159818","-078.7802680","1","1353","639","200","949","43","234","127","0","159","129"
"37","183","053513","1","371830535131",Block Group 1,G5030,S,"1140502","0","+35.8065007","-078.7888943","1","2028","846","157","1219","359","385","65","29","133","199"
"37","183","052504","1","371830525041",Block Group 1,G5030,S,"2448618","3275","+35.8143441","-078.7005283","1","2303","886","344","1433","197","230","443","134","108","582"
"37","183","052601","2","371830526012",Block Group 2,G5030,S,"1038491","0","+35.8392355","-078.6477699","1","973","470","200","966","0","0","7","21","61","20"
"37","183","052602","1","371830526021",Block Group 1,G5030,S,"1456146","0","+35.8492562","-078.6339197","1","1692","735","330","1566","74","52","0","10","57","42"
"37","183","052407","1","371830524071",Block Group 1,G5030,S,"2242857","0","+35.7871641","-078.7053479","1","2268","982","179","1459","595","76","138","127","311","220"
"37","063","000600","2","370630006002",Block Group 2,G5030,S,"1725362","0","+35.9854588","-078.9345113","1","2222","796","108","1737","185","45","255","63","246","914"
"37","063","000700","1","370630007001",Block Group 1,G5030,S,"929301","0","+35.9943018","-078.9099189","1","1200","840","186","833","300","50","17","259","408","81"
"37","063","000700","2","370630007002",Block Group 2,G5030,S,"1323747","0","+35.9817935","-078.9129619","1","1276","536","176","1005","133","58","80","0","64","4"
"37","063","000700","3","370630007003",Block Group 3,G5030,S,"1115008","0","+35.9741972","-078.9199886","1","1206","497","211","763","200","38","205","8","82","162"
